slug,date,season,from_club,to_club,fee,market_value,kind
liam-mullan,2025-01-02,24/25,Portadown,Derry City,End of loan,€50k,loan end
liam-mullan,2024-07-19,24/25,Derry City,Portadown,loan transfer,-,loan
liam-mullan,2024-06-30,23/24,Institute,Derry City,End of loan,-,loan end
liam-mullan,2023-07-23,23/24,Derry City,Institute,loan transfer,-,loan
liam-mullan,2022-02-01,21/22,Derry Academy,Derry City,-,-,
liam-scales,2023-05-31,22/23,Aberdeen FC,Celtic,End of loan,€600k,loan end
liam-scales,2022-07-01,22/23,Celtic,Aberdeen FC,loan transfer,€600k,loan
liam-scales,2021-08-27,21/22,Shamrock Rovers,Celtic,€600k,€100k,fee
liam-scales,2020-01-01,19/20,UCD,Shamrock Rovers,free transfer,-,free
liam-scales,2016-07-01,16/17,UCD Academy,UCD,-,-,
liam-scales,2015-07-01,15/16,Arklow Town,UCD Academy,free transfer,-,free
liam-woodcock,2026-07-01,26/27,Skerries Town,Longford Town,free transfer,-,free
louie-barry,2026-07-09,26/27,Aston Villa U21,Sheff Wed,?,€2.50m,
louie-barry,2026-06-30,25/26,Stockport,Aston Villa U21,End of loan,€2.50m,loan end
louie-barry,2026-02-02,25/26,Aston Villa U21,Stockport,loan transfer,€2.50m,loan
louie-barry,2026-01-03,25/26,Sheff Utd,Aston Villa U21,End of loan,€2.50m,loan end
louie-barry,2025-07-22,25/26,Aston Villa U21,Sheff Utd,loan transfer,€2.00m,loan
louie-barry,2025-06-30,24/25,Hull City,Aston Villa U21,End of loan,€2.00m,loan end
louie-barry,2025-01-29,24/25,Aston Villa U21,Hull City,loan transfer,€1.80m,loan
louie-barry,2025-01-02,24/25,Stockport,Aston Villa U21,End of loan,€1.80m,loan end
louie-barry,2024-08-02,24/25,Aston Villa U21,Stockport,loan transfer,€800k,loan
louie-barry,2024-05-31,23/24,Stockport,Aston Villa U21,End of loan,€800k,loan end
louie-barry,2023-07-28,23/24,Aston Villa U21,Stockport,loan transfer,€1.00m,loan
louie-barry,2023-05-31,22/23,Salford,Aston Villa U21,End of loan,€1.00m,loan end
louie-barry,2023-01-30,22/23,Aston Villa U21,Salford,loan transfer,€1.00m,loan
louie-barry,2023-01-29,22/23,MK Dons,Aston Villa U21,End of loan,€1.00m,loan end
louie-barry,2022-07-12,22/23,Aston Villa U21,MK Dons,loan transfer,€1.00m,loan
louie-barry,2022-05-31,21/22,Swindon Town,Aston Villa U23,End of loan,€1.00m,loan end
louie-barry,2022-01-28,21/22,Aston Villa U23,Swindon Town,loan transfer,€1.00m,loan
louie-barry,2022-01-03,21/22,Ipswich,Aston Villa U23,End of loan,€1.00m,loan end
louie-barry,2021-08-06,21/22,Aston Villa U23,Ipswich,loan transfer,€1.00m,loan
louie-barry,2020-01-23,19/20,Barça U19,Aston Villa U23,€1.00m,-,fee
louie-barry,2019-07-11,19/20,West Brom U18,Barça U19,€260k,-,fee
louie-barry,2018-07-01,18/19,West Brom Yth.,West Brom U18,-,-,
louie-watson,2025-02-21,24/25,Without Club,Crawley Town,-,€225k,
louie-watson,2024-08-30,24/25,Luton,Without Club,-,€250k,
louie-watson,2024-05-31,23/24,Charlton,Luton,End of loan,€250k,loan end
louie-watson,2023-09-01,23/24,Luton,Charlton,loan transfer,€250k,loan
louie-watson,2022-07-01,22/23,Derby,Luton,?,€400k,
louie-watson,2021-07-01,21/22,Derby U23,Derby,-,€150k,
louie-watson,2020-10-15,20/21,West Ham U23,Derby U23,free transfer,-,free
louie-watson,2019-07-01,19/20,West Ham U18,West Ham U23,-,-,
louie-watson,2017-07-01,17/18,West Ham Yth.,West Ham U18,-,-,
louis-dunne,2026-07-01,26/27,Aveley,Chelmsford,free transfer,-,free
louis-dunne,2026-07-01,26/27,Maldon/Tiptree,Aveley,free transfer,-,free
louis-dunne,2025-07-01,25/26,Chelmsford,Maldon/Tiptree,free transfer,-,free
louis-dunne,2024-03-16,23/24,Hayes & Yeading,Chelmsford,End of loan,-,loan end
louis-dunne,2024-01-01,23/24,Chelmsford,Hayes & Yeading,loan transfer,-,loan
louis-dunne,2021-04-30,20/21,Farnborough,Chelmsford,free transfer,-,free
louis-dunne,2020-09-12,20/21,Colchester U23,Farnborough,free transfer,-,free
louis-dunne,2020-04-30,19/20,Farnborough,Colchester U23,End of loan,-,loan end
louis-dunne,2020-01-25,19/20,Colchester U23,Farnborough,loan transfer,-,loan
louis-dunne,2017-09-25,17/18,Concord Rangers,Colchester U23,End of loan,-,loan end
louis-dunne,2017-08-25,17/18,Colchester U23,Concord Rangers,loan transfer,-,loan
luca-cailloce,2026-01-01,25/26,Shelbourne,UCD,free transfer,-,free
luca-cailloce,2024-01-01,23/24,Bohs Academy,Shelbourne,free transfer,-,free
luca-connell,2022-07-01,22/23,Celtic,Barnsley,free transfer,€100k,free
luca-connell,2022-05-16,21/22,Queen's Park,Celtic,End of loan,€50k,loan end
luca-connell,2021-09-17,21/22,Celtic,Queen's Park,loan transfer,€50k,loan
luca-connell,2021-05-05,20/21,Queen's Park,Celtic,End of loan,€50k,loan end
luca-connell,2021-03-18,20/21,Celtic,Queen's Park,loan transfer,€50k,loan
luca-connell,2019-07-01,19/20,Bolton U18,Celtic,€410k,-,fee
luke-browne,2026-01-07,25/26,Palace U21,Notts County,?,-,
luke-browne,2024-01-26,23/24,Shelbourne,Palace U21,?,€25k,
luke-browne,2023-11-30,23/24,Wexford FC,Shelbourne,End of loan,-,loan end
luke-browne,2023-07-06,23/24,Shelbourne,Wexford FC,loan transfer,-,loan
luke-browne,2022-10-21,22/23,Shels Academy,Shelbourne,-,-,
luke-browne,2021-07-01,21/22,Bohs Academy,Shels Academy,free transfer,-,free
luke-cullen,2026-02-05,25/26,Pat's Academy,St. Pat's,-,-,
luke-fitzsimons,2026-07-31,26/27,Pat's Academy,Torino U17,?,-,
luke-heeney,2026-01-01,25/26,Drogheda United,Waterford FC,free transfer,€125k,free
luke-heeney,2019-02-01,18/19,Pat's Academy,Drogheda United,free transfer,-,free
luke-kehir,2025-11-30,25/26,Wexford FC,St. Pat's,End of loan,-,loan end
luke-kehir,2025-01-04,24/25,St. Pat's,Wexford FC,loan transfer,-,loan
luke-kehir,2025-01-01,24/25,Pat's Academy,St. Pat's,-,-,
luke-mcnally,2024-08-30,24/25,Burnley,Bristol City,€1.75m,€3.80m,fee
luke-mcnally,2024-05-31,23/24,Stoke City,Burnley,End of loan,€3.80m,loan end
luke-mcnally,2023-08-02,23/24,Burnley,Stoke City,loan transfer,€2.20m,loan
luke-mcnally,2023-05-31,22/23,Coventry,Burnley,End of loan,€900k,loan end
luke-mcnally,2023-01-26,22/23,Burnley,Coventry,loan transfer,€900k,loan
luke-mcnally,2022-07-01,22/23,Oxford United,Burnley,€1.85m,-,fee
luke-mcnally,2021-01-29,20/21,St. Pat's,Oxford United,?,-,
luke-mcnally,2020-01-01,19/20,Pat's Academy,St. Pat's,-,-,
luke-mcnally,2019-11-30,19/20,Drogheda United,Pat's Academy,End of loan,-,loan end
luke-mcnally,2019-02-01,18/19,Pat's Academy,Drogheda United,loan transfer,-,loan
luke-mcnally,2017-01-01,16/17,Drogs Academy,Pat's Academy,free transfer,-,free
luke-mulligan,2024-01-01,23/24,Dundalk Academy,Dundalk FC,-,-,
luke-oregan,2026-06-30,25/26,UCD,Shamrock Rovers,End of loan,-,loan end
luke-oregan,2026-02-21,25/26,Shamrock Rovers,UCD,loan transfer,-,loan
luke-oregan,2026-02-20,25/26,UCD,Shamrock Rovers,free transfer,-,free
luke-oregan,2023-03-31,22/23,UCD Academy,UCD,-,-,
luke-pearce,2026-07-09,26/27,Cardiff U21,Sligo Rovers,free transfer,€50k,free
luke-pearce,2026-06-30,25/26,IFK Mariehamn,Cardiff U21,End of loan,€50k,loan end
luke-pearce,2026-02-21,25/26,Cardiff U21,IFK Mariehamn,loan transfer,€75k,loan
luke-pearce,2024-11-30,24/25,Sligo Rovers,Cardiff U21,End of loan,€75k,loan end
luke-pearce,2024-07-16,24/25,Cardiff U21,Sligo Rovers,loan transfer,-,loan
luke-pearce,2024-07-04,24/25,Southampton U21,Cardiff U21,free transfer,-,free
luke-pearce,2023-12-21,23/24,Dover Athletic,Southampton U21,End of loan,-,loan end
luke-pearce,2023-11-17,23/24,Southampton U21,Dover Athletic,loan transfer,-,loan
luke-pearce,2023-11-04,23/24,Weston-super-M.,Southampton U21,End of loan,-,loan end
luke-pearce,2023-10-07,23/24,Southampton U21,Weston-super-M.,loan transfer,-,loan
luke-pearce,2023-09-30,23/24,Torquay,Southampton U21,End of loan,-,loan end
luke-pearce,2023-09-01,23/24,Southampton U21,Torquay,loan transfer,-,loan
luke-pearce,2023-05-31,22/23,Eastbourne,Southampton U21,End of loan,-,loan end
luke-pearce,2023-01-30,22/23,Southampton U21,Eastbourne,loan transfer,-,loan
luke-pearce,2022-07-01,22/23,Southampton U18,Southampton U21,-,-,
luke-pearce,2020-08-11,20/21,Walsall U18,Southampton U18,?,-,
luke-turner,2024-01-30,23/24,Cliftonville,St. Pat's,?,€250k,
luke-turner,2022-07-01,22/23,Aberdeen FC B,Cliftonville,free transfer,€75k,free
luke-turner,2022-05-31,21/22,Cliftonville,Aberdeen FC B,End of loan,€75k,loan end
luke-turner,2021-08-25,21/22,Aberdeen FC B,Cliftonville,loan transfer,-,loan
luke-turner,2021-05-31,20/21,Wexford FC,Aberdeen FC B,End of loan,-,loan end
luke-turner,2021-02-25,20/21,Aberdeen FC B,Wexford FC,loan transfer,-,loan
luke-turner,2021-02-01,20/21,Turriff United,Aberdeen FC B,End of loan,-,loan end
luke-turner,2020-09-18,20/21,Aberdeen FC B,Turriff United,loan transfer,-,loan
luke-turner,2019-07-01,19/20,Aberdeen U18,Aberdeen FC B,-,-,
luke-turner,2018-07-03,18/19,Rovers Academy,Aberdeen U18,?,-,
macdarragh-scanlon,2025-09-07,25/26,Galway Academy,Galway United,-,-,
macdarragh-scanlon,2022-01-01,21/22,Mervue Academy,Galway Academy,free transfer,-,free
marcus-harness,2025-07-01,25/26,Ipswich,Huddersfield,free transfer,€800k,free
marcus-harness,2025-06-30,24/25,Derby,Ipswich,End of loan,€800k,loan end
marcus-harness,2024-08-30,24/25,Ipswich,Derby,loan transfer,€800k,loan
marcus-harness,2022-07-15,22/23,Portsmouth,Ipswich,€700k,€100k,fee
marcus-harness,2019-07-18,19/20,Burton Albion,Portsmouth,?,€100k,
marcus-harness,2018-05-31,17/18,Port Vale,Burton Albion,End of loan,€100k,loan end
marcus-harness,2017-07-18,17/18,Burton Albion,Port Vale,loan transfer,€100k,loan
marcus-harness,2016-01-02,15/16,Aldershot,Burton Albion,End of loan,€50k,loan end
marcus-harness,2015-11-27,15/16,Burton Albion,Aldershot,loan transfer,€50k,loan
marcus-harness,2015-11-01,15/16,Ilkeston,Burton Albion,End of loan,€50k,loan end
marcus-harness,2015-08-07,15/16,Burton Albion,Ilkeston,loan transfer,-,loan
marcus-harness,2014-07-01,14/15,Burton U18,Burton Albion,-,-,
mark-byrne,2024-01-01,23/24,Dundalk FC,Glenavon,free transfer,-,free
mark-byrne,2022-01-01,21/22,Monaghan United,Dundalk FC,free transfer,-,free
mark-byrne,2021-08-27,21/22,Newry City,Monaghan United,free transfer,-,free
mark-byrne,2020-07-25,20/21,Warrenpoint,Newry City,free transfer,-,free
mark-byrne,2019-07-01,19/20,Warrenpoint U21,Warrenpoint,-,-,
mark-connolly,2026-07-01,26/27,Coleraine,Retired,-,€150k,
mark-connolly,2026-01-01,25/26,Derry City,Coleraine,free transfer,€175k,free
mark-connolly,2022-07-28,22/23,Dundee United,Derry City,?,€350k,
mark-connolly,2022-07-22,21/22,Dundalk FC,Dundee United,End of loan,€350k,loan end
mark-connolly,2022-01-17,21/22,Dundee United,Dundalk FC,loan transfer,€400k,loan
mark-connolly,2022-01-16,21/22,Dunfermline A.,Dundee United,End of loan,€400k,loan end
mark-connolly,2021-09-29,21/22,Dundee United,Dunfermline A.,loan transfer,€400k,loan
mark-connolly,2019-01-31,18/19,Crawley Town,Dundee United,?,€250k,
mark-connolly,2016-07-02,16/17,Kilmarnock FC,Crawley Town,free transfer,€250k,free
mark-connolly,2014-07-11,14/15,Crawley Town,Kilmarnock FC,free transfer,€75k,free
mark-connolly,2012-07-09,12/13,Bolton,Crawley Town,free transfer,€50k,free
mark-connolly,2012-05-31,11/12,Macclesfield,Bolton,End of loan,€50k,loan end
mark-connolly,2012-02-24,11/12,Bolton,Macclesfield,loan transfer,€50k,loan
mark-connolly,2010-05-31,09/10,St. Johnstone,Bolton,End of loan,€50k,loan end
mark-connolly,2010-02-02,09/10,Bolton,St. Johnstone,loan transfer,-,loan
mark-connolly,2009-07-01,09/10,Wolves U18,Bolton,€1.20m,-,fee
mark-coyle,2026-01-08,25/26,Shelbourne,Coleraine,?,€150k,
mark-coyle,2022-01-01,21/22,Finn Harps,Shelbourne,free transfer,€50k,free
mark-coyle,2018-01-01,17/18,Cockhill Celtic,Finn Harps,free transfer,-,free
mark-coyle,2017-01-01,16/17,Finn Harps,Cockhill Celtic,free transfer,-,free
mark-coyle,2014-09-30,14/15,Harps Academy,Finn Harps,-,-,
mark-doyle,2026-01-01,25/26,Knoxville,Drogheda United,free transfer,€150k,free
mark-doyle,2025-02-24,24/25,Rhode Island FC,Knoxville,free transfer,€125k,free
mark-doyle,2024-01-01,23/24,St. Pat's,Rhode Island FC,free transfer,€125k,free
mark-doyle,2022-01-01,21/22,Drogheda United,St. Pat's,free transfer,€100k,free
mark-doyle,2016-01-01,15/16,Drogs Academy,Drogheda United,-,-,
mark-mcguinness,2025-09-01,25/26,Luton,Sheff Utd,€11.50m,€7.00m,fee
mark-mcguinness,2024-08-20,24/25,Cardiff,Luton,€11.70m,€4.50m,fee
mark-mcguinness,2023-01-19,22/23,Sheff Wed,Cardiff,End of loan,€1.20m,loan end
mark-mcguinness,2022-08-18,22/23,Cardiff,Sheff Wed,loan transfer,€1.20m,loan
mark-mcguinness,2021-07-01,21/22,Arsenal U23,Cardiff,€2.34m,-,fee
mark-mcguinness,2021-05-31,20/21,Ipswich,Arsenal U23,End of loan,-,loan end
mark-mcguinness,2020-09-22,20/21,Arsenal U23,Ipswich,loan transfer,-,loan
mark-mcguinness,2019-07-01,19/20,Arsenal U18,Arsenal U23,-,-,
mark-mcguinness,2017-07-01,17/18,Arsenal Youth,Arsenal U18,-,-,
mark-omahony,2026-05-31,25/26,Reading,Brighton U21,End of loan,€375k,loan end
mark-omahony,2025-07-07,25/26,Brighton U21,Reading,loan transfer,€500k,loan
mark-omahony,2025-05-31,24/25,Portsmouth,Brighton U21,End of loan,€500k,loan end
mark-omahony,2024-08-28,24/25,Brighton U21,Portsmouth,loan transfer,€300k,loan
mark-omahony,2023-01-26,22/23,Cork City,Brighton U21,€50k,€25k,fee
mark-omahony,2022-01-25,21/22,Cork Academy,Cork City,-,-,
mark-omahony,2019-07-01,19/20,Carrigaline,Cork Academy,free transfer,-,free
mark-sykes,2026-07-09,26/27,Bristol City,Millwall,free transfer,€1.80m,free
mark-sykes,2022-07-01,22/23,Oxford United,Bristol City,free transfer,-,free
mark-sykes,2019-01-02,18/19,Glenavon,Oxford United,?,-,
mark-sykes,2015-01-01,14/15,Glenavon U20,Glenavon,-,-,
mark-travers,2025-07-15,25/26,Bournemouth,Everton,€4.60m,€4.00m,fee
mark-travers,2025-05-31,24/25,Middlesbrough,Bournemouth,End of loan,€4.00m,loan end
mark-travers,2025-01-29,24/25,Bournemouth,Middlesbrough,loan transfer,€4.00m,loan
mark-travers,2023-10-27,23/24,Stoke City,Bournemouth,End of loan,€3.50m,loan end
mark-travers,2023-07-27,23/24,Bournemouth,Stoke City,loan transfer,€2.00m,loan
mark-travers,2021-02-11,20/21,Swindon Town,Bournemouth,End of loan,€500k,loan end
mark-travers,2021-01-06,20/21,Bournemouth,Swindon Town,loan transfer,€500k,loan
mark-travers,2020-07-01,20/21,Bournemouth U23,Bournemouth,-,€250k,
mark-travers,2018-01-01,17/18,Weymouth FC,Bournemouth U23,End of loan,-,loan end
mark-travers,2017-07-07,17/18,Bournemouth U23,Weymouth FC,loan transfer,-,loan
mark-travers,2016-07-06,16/17,Rovers Academy,Bournemouth U23,?,-,
mark-travers,2015-07-01,15/16,Cherry Orchard FC,Rovers Academy,?,-,
mason-melia,2026-08-05,26/27,Tottenham U21,Lincoln City,loan transfer,€1.00m,loan
mason-melia,2026-01-01,25/26,St. Pat's,Tottenham U21,€1.80m,€1.00m,fee
mason-melia,2023-04-14,22/23,Pat's Academy,St. Pat's,-,-,
mason-melia,2022-07-01,22/23,Bray Academy,Pat's Academy,free transfer,-,free
mason-murphy,2026-07-10,26/27,WFC Academy,Waterford FC,-,-,
matt-doherty,2026-07-20,26/27,Wolves,Sheff Utd,free transfer,€1.00m,free
matt-doherty,2023-07-20,23/24,Atlético,Wolves,free transfer,€5.00m,free
matt-doherty,2023-01-31,22/23,Tottenham,Atlético,free transfer,€12.00m,free
matt-doherty,2020-08-30,20/21,Wolves,Tottenham,€16.80m,€16.00m,fee
matt-doherty,2013-01-04,12/13,Bury,Wolves,End of loan,€150k,loan end
matt-doherty,2012-10-04,12/13,Wolves,Bury,loan transfer,€150k,loan
matt-doherty,2012-05-20,11/12,Hibernian FC,Wolves,End of loan,€50k,loan end
matt-doherty,2012-01-31,11/12,Wolves,Hibernian FC,loan transfer,-,loan
matt-doherty,2010-08-22,10/11,Bohemians,Wolves,€90k,-,fee
matt-doherty,2009-07-01,09/10,Belvedere FC,Bohemians,?,-,
matteo-egan,2026-07-01,26/27,Empoli U20,FC Empoli,-,€50k,
matteo-egan,2025-07-01,25/26,Empoli U18,Empoli U19,-,-,
matteo-egan,2024-07-01,24/25,Empoli U17,Empoli U18,-,-,
matteo-egan,2023-07-01,23/24,Empoli FC Youth,Empoli U17,-,-,
matthew-harris,2021-07-01,21/22,Penybont,Merthyr Town,free transfer,-,free
matthew-harris,2019-07-01,19/20,Merthyr Town,Penybont,free transfer,-,free
matthew-harris,2018-07-01,18/19,Briton Ferry,Merthyr Town,free transfer,-,free
matthew-harris,2017-07-01,17/18,Merthyr Town,Briton Ferry,free transfer,-,free
matthew-harris,2010-07-01,10/11,Neath,Merthyr Town,free transfer,-,free
matthew-harris,2010-05-31,09/10,Afan Lido,Neath,End of loan,-,loan end
matthew-harris,2010-01-14,09/10,Neath,Afan Lido,loan transfer,-,loan
matthew-harris,2009-07-01,09/10,Merthyr Tydfil,Neath,free transfer,-,free
matthew-healy,2025-01-14,24/25,Francs Borains,Shamrock Rovers,?,€500k,
matthew-healy,2023-07-16,23/24,Ipswich U21,Francs Borains,free transfer,€100k,free
matthew-healy,2023-06-30,22/23,Cork City,Ipswich U21,End of loan,€100k,loan end
matthew-healy,2023-01-06,22/23,Ipswich U21,Cork City,loan transfer,-,loan
matthew-healy,2022-11-30,21/22,Cork City,Ipswich Town U23,End of loan,-,loan end
matthew-healy,2022-01-31,21/22,Ipswich Town U23,Cork City,loan transfer,-,loan
matthew-healy,2020-07-01,20/21,Ipswich U18,Ipswich Town U23,-,-,
matthew-healy,2018-07-01,18/19,Corinthians,Ipswich U18,?,-,
matthew-moore,2026-07-01,26/27,Hoffenheim U19,Hoffenheim II,-,-,
matthew-moore,2024-07-01,24/25,Hoffenheim U17,Hoffenheim U19,-,-,
matthew-moore,2023-07-01,23/24,Cork Academy,Hoffenheim U17,?,-,
matthew-murray,2024-01-01,23/24,Cork Academy,Cork City,-,-,
matthew-ohara,2026-07-29,26/27,St. Pat's,Without Club,-,-,
matthew-ohara,2025-03-03,24/25,Pat's Academy,St. Pat's,-,-,
max-bardell,2026-07-28,26/27,Buxton,Halifax Town,free transfer,-,free
max-bardell,2025-07-24,25/26,Derby U21,Buxton,free transfer,-,free
max-bardell,2025-05-31,24/25,Fylde,Derby U21,End of loan,-,loan end
max-bardell,2024-10-30,24/25,Derby U21,Fylde,loan transfer,€100k,loan
max-bardell,2021-07-01,21/22,Derby U18,Derby U23,-,€100k,
max-bardell,2019-07-01,19/20,Man City Youth,Derby U18,free transfer,-,free
max-ferguson,2026-01-01,25/26,Shels Academy,Dundalk FC,free transfer,-,free
max-johnston,2026-07-01,26/27,Finn Harps,Institute,free transfer,-,free
max-johnston,2023-04-14,22/23,Harps Academy,Finn Harps,-,-,
max-johnston,2022-01-01,21/22,Letterkenny,Harps Academy,free transfer,-,free
max-johnston,2021-01-01,20/21,Harps Academy,Letterkenny,free transfer,-,free
max-johnston,2020-01-01,19/20,Letterkenny,Harps Academy,free transfer,-,free
max-kovalevskis,2024-04-26,23/24,Rovers Academy,Shamrock Rovers,-,-,
max-oleary,2026-01-22,25/26,Bristol City,West Brom,?,€2.50m,
max-oleary,2020-05-31,19/20,Shrewsbury,Bristol City,End of loan,€600k,loan end
max-oleary,2019-07-05,19/20,Bristol City,Shrewsbury,loan transfer,€750k,loan
max-oleary,2018-05-31,17/18,Solihull Moors,Bristol City,End of loan,€50k,loan end
max-oleary,2018-01-03,17/18,Bristol City,Solihull Moors,loan transfer,€50k,loan
max-oleary,2017-12-31,17/18,Solihull Moors,Bristol City,End of loan,€50k,loan end
max-oleary,2017-11-24,17/18,Bristol City,Solihull Moors,loan transfer,€50k,loan
max-oleary,2017-04-30,16/17,Bath City,Bristol City,End of loan,€50k,loan end
max-oleary,2017-03-11,16/17,Bristol City,Bath City,loan transfer,€50k,loan
max-oleary,2017-03-05,16/17,Bath City,Bristol City,End of loan,€50k,loan end
max-oleary,2016-08-26,16/17,Bristol City,Bath City,loan transfer,-,loan
max-oleary,2016-05-31,15/16,Kidderminster,Bristol City,End of loan,-,loan end
max-oleary,2016-03-17,15/16,Bristol City,Kidderminster,loan transfer,-,loan
max-oleary,2015-07-01,15/16,Bristol U18,Bristol City,-,-,
mayowa-animasahun,2023-05-31,22/23,Dungannon,Dundalk FC,End of loan,€75k,loan end
mayowa-animasahun,2022-08-11,22/23,Dundalk FC,Dungannon,loan transfer,€25k,loan
mayowa-animasahun,2021-02-01,20/21,Bohs Academy,Dundalk FC,free transfer,-,free
michael-duffy,2022-01-01,21/22,Dundalk FC,Derry City,free transfer,€200k,free
michael-duffy,2017-01-31,16/17,Celtic,Dundalk FC,free transfer,€100k,free
michael-duffy,2017-01-30,16/17,Dundee FC,Celtic,End of loan,€100k,loan end
michael-duffy,2016-07-01,16/17,Celtic,Dundee FC,loan transfer,€75k,loan
michael-duffy,2016-05-01,15/16,Alloa Athletic,Celtic,End of loan,€75k,loan end
michael-duffy,2015-07-03,15/16,Celtic,Alloa Athletic,loan transfer,€50k,loan
michael-duffy,2015-02-02,14/15,Derry City,Celtic,€136k,€50k,fee
michael-duffy,2013-01-01,12/13,Derry Academy,Derry City,-,-,
